pair,MEM1,MEM2,infection1,infection2,dataset1,dataset2,Jaccard
"('INIT_model_H_293T_alt', 'iMAT_model_I_Lung_alt')",INIT,iMAT,healthy,infected,293T,Lung,0.26496763754045305
"('IMAT_model_I_NHBE_alt', 'INIT_model_H_293T_alt')",INIT,iMAT,healthy,infected,293T,HBE,0.33363108530594016
"('INIT_model_H_293T_alt', 'INIT_model_H_A549_alt')",INIT,INIT,healthy,healthy,293T,A549,0.5864626796476587
"('INIT_model_H_293T_alt', 'INIT_model_H_CALU_alt')",INIT,INIT,healthy,healthy,293T,Calu-3,0.6099463676255485
"('INIT_model_H_293T_alt', 'INIT_model_H_Lung_alt')",INIT,INIT,healthy,healthy,293T,Lung,0.4478512188992209
"('INIT_model_H_293T_alt', 'INIT_model_H_NHBE')",INIT,INIT,healthy,healthy,293T,HBE,0.581159787287921
"('INIT_model_H_293T_alt', 'INIT_model_I_293T_alt')",INIT,INIT,healthy,infected,293T,293T,0.8257896450667535
"('INIT_model_H_293T_alt', 'INIT_model_I_A549_alt')",INIT,INIT,healthy,infected,293T,A549,0.600470035252644
"('INIT_model_H_293T_alt', 'INIT_model_I_CALU_alt')",INIT,INIT,healthy,infected,293T,Calu-3,0.5930799220272904
"('INIT_model_H_293T_alt', 'INIT_model_I_Lung_alt')",INIT,INIT,healthy,infected,293T,Lung,0.3938340287436254
"('INIT_model_H_293T_alt', 'INIT_model_I_NHBE')",INIT,INIT,healthy,infected,293T,HBE,0.593574706782254
"('INIT_model_H_293T_alt', 'tINIT_model_H_293T_alt')",INIT,tINIT,healthy,healthy,293T,293T,0.8865948533812088
"('INIT_model_H_293T_alt', 'tINIT_model_H_A549_alt')",INIT,tINIT,healthy,healthy,293T,A549,0.5592665356908972
"('INIT_model_H_293T_alt', 'tINIT_model_H_CALU_alt')",INIT,tINIT,healthy,healthy,293T,Calu-3,0.5867653863951874
"('INIT_model_H_293T_alt', 'tINIT_model_H_Lung_alt')",INIT,tINIT,healthy,healthy,293T,Lung,0.4441059292242793
"('INIT_model_H_293T_alt', 'tINIT_model_H_NHBE')",INIT,tINIT,healthy,healthy,293T,HBE,0.5567567567567567
"('INIT_model_H_293T_alt', 'tINIT_model_I_293T_alt')",INIT,tINIT,healthy,infected,293T,293T,0.7850727779498297
"('INIT_model_H_293T_alt', 'tINIT_model_I_A549_alt')",INIT,tINIT,healthy,infected,293T,A549,0.5883561643835616
"('INIT_model_H_293T_alt', 'tINIT_model_I_CALU_alt')",INIT,tINIT,healthy,infected,293T,Calu-3,0.5908552475716655
"('INIT_model_H_293T_alt', 'tINIT_model_I_Lung_alt')",INIT,tINIT,healthy,infected,293T,Lung,0.3949899351375531
"('INIT_model_H_293T_alt', 'tINIT_model_I_NHBE')",INIT,tINIT,healthy,infected,293T,HBE,0.5820456217807212
"('Gimme_model_H_293T_alt', 'INIT_model_H_A549_alt')",INIT,GIMME,healthy,healthy,A549,293T,0.26579797047970477
"('Gimme_model_H_A549_alt', 'INIT_model_H_A549_alt')",INIT,GIMME,healthy,healthy,A549,A549,0.30092864699659105
"('Gimme_model_H_CALU_alt', 'INIT_model_H_A549_alt')",INIT,GIMME,healthy,healthy,A549,Calu-3,0.29111266620014
"('Gimme_model_H_Lung_alt', 'INIT_model_H_A549_alt')",INIT,GIMME,healthy,healthy,A549,Lung,0.2580902461257976
"('Gimme_model_H_NHBE_alt', 'INIT_model_H_A549_alt')",INIT,GIMME,healthy,healthy,A549,HBE,0.2780284623394655
"('Gimme_model_I_293T_alt', 'INIT_model_H_A549_alt')",INIT,GIMME,healthy,infected,A549,293T,0.25688073394495414
"('Gimme_model_I_A549_alt', 'INIT_model_H_A549_alt')",INIT,GIMME,healthy,infected,A549,A549,0.29517143196108675
"('Gimme_model_I_CALU_alt', 'INIT_model_H_A549_alt')",INIT,GIMME,healthy,infected,A549,Calu-3,0.27043004520690855
"('Gimme_model_I_Lung_alt', 'INIT_model_H_A549_alt')",INIT,GIMME,healthy,infected,A549,Lung,0.24403879064460923
"('Gimme_model_I_NHBE_alt', 'INIT_model_H_A549_alt')",INIT,GIMME,healthy,infected,A549,HBE,0.2727166686107547
"('IMAT_model_H_293T_alt', 'INIT_model_H_A549_alt')",INIT,iMAT,healthy,healthy,A549,293T,0.3500583430571762
"('IMAT_model_H_A549_alt', 'INIT_model_H_A549_alt')",INIT,iMAT,healthy,healthy,A549,A549,0.400815494393476
"('IMAT_model_H_CALU_alt', 'INIT_model_H_A549_alt')",INIT,iMAT,healthy,healthy,A549,Calu-3,0.39902676399026765
"('IMAT_model_H_Lung_alt', 'INIT_model_H_A549_alt')",INIT,iMAT,healthy,healthy,A549,Lung,0.3133384438482177
"('IMAT_model_H_NHBE_alt', 'INIT_model_H_A549_alt')",INIT,iMAT,healthy,healthy,A549,HBE,0.34999016328939603
"('INIT_model_H_A549_alt', 'iMAT_model_I_293T_alt')",INIT,iMAT,healthy,infected,A549,293T,0.3306577916992952
"('INIT_model_H_A549_alt', 'iMAT_model_I_A549_alt')",INIT,iMAT,healthy,infected,A549,A549,0.4015957446808511
"('INIT_model_H_A549_alt', 'iMAT_model_I_CALU_alt')",INIT,iMAT,healthy,infected,A549,Calu-3,0.3337278106508876
"('INIT_model_H_A549_alt', 'iMAT_model_I_Lung_alt')",INIT,iMAT,healthy,infected,A549,Lung,0.3253507951356408
"('IMAT_model_I_NHBE_alt', 'INIT_model_H_A549_alt')",INIT,iMAT,healthy,infected,A549,HBE,0.3458646616541353
"('INIT_model_H_293T_alt', 'INIT_model_H_A549_alt')",INIT,INIT,healthy,healthy,A549,293T,0.5864626796476587
"('INIT_model_H_A549_alt', 'INIT_model_H_CALU_alt')",INIT,INIT,healthy,healthy,A549,Calu-3,0.7417994376757263
"('INIT_model_H_A549_alt', 'INIT_model_H_Lung_alt')",INIT,INIT,healthy,healthy,A549,Lung,0.5183137525915688
"('INIT_model_H_A549_alt', 'INIT_model_H_NHBE')",INIT,INIT,healthy,healthy,A549,HBE,0.6497201492537313
"('INIT_model_H_A549_alt', 'INIT_model_I_293T_alt')",INIT,INIT,healthy,infected,A549,293T,0.5074941451990632
"('INIT_model_H_A549_alt', 'INIT_model_I_A549_alt')",INIT,INIT,healthy,infected,A549,A549,0.9479857215706272
"('INIT_model_H_A549_alt', 'INIT_model_I_CALU_alt')",INIT,INIT,healthy,infected,A549,Calu-3,0.7134883720930233
"('INIT_model_H_A549_alt', 'INIT_model_I_Lung_alt')",INIT,INIT,healthy,infected,A549,Lung,0.5651875571820677
"('INIT_model_H_A549_alt', 'INIT_model_I_NHBE')",INIT,INIT,healthy,infected,A549,HBE,0.6507344369316858
"('INIT_model_H_A549_alt', 'tINIT_model_H_293T_alt')",INIT,tINIT,healthy,healthy,A549,293T,0.5640070144673389
"('INIT_model_H_A549_alt', 'tINIT_model_H_A549_alt')",INIT,tINIT,healthy,healthy,A549,A549,0.8965271170313986
"('INIT_model_H_A549_alt', 'tINIT_model_H_CALU_alt')",INIT,tINIT,healthy,healthy,A549,Calu-3,0.7149230426053982
"('INIT_model_H_A549_alt', 'tINIT_model_H_Lung_alt')",INIT,tINIT,healthy,healthy,A549,Lung,0.5196696370354271
"('INIT_model_H_A549_alt', 'tINIT_model_H_NHBE')",INIT,tINIT,healthy,healthy,A549,HBE,0.6303587051618548
"('INIT_model_H_A549_alt', 'tINIT_model_I_293T_alt')",INIT,tINIT,healthy,infected,A549,293T,0.4996588583124858
"('INIT_model_H_A549_alt', 'tINIT_model_I_A549_alt')",INIT,tINIT,healthy,infected,A549,A549,0.9090463348860015
"('INIT_model_H_A549_alt', 'tINIT_model_I_CALU_alt')",INIT,tINIT,healthy,infected,A549,Calu-3,0.7031602708803611
"('INIT_model_H_A549_alt', 'tINIT_model_I_Lung_alt')",INIT,tINIT,healthy,infected,A549,Lung,0.5600441501103752
"('INIT_model_H_A549_alt', 'tINIT_model_I_NHBE')",INIT,tINIT,healthy,infected,A549,HBE,0.6433408577878104
"('Gimme_model_H_293T_alt', 'INIT_model_H_CALU_alt')",INIT,GIMME,healthy,healthy,Calu-3,293T,0.249941792782305
"('Gimme_model_H_A549_alt', 'INIT_model_H_CALU_alt')",INIT,GIMME,healthy,healthy,Calu-3,A549,0.26262390670553937
"('Gimme_model_H_CALU_alt', 'INIT_model_H_CALU_alt')",INIT,GIMME,healthy,healthy,Calu-3,Calu-3,0.28120194013959543
"('Gimme_model_H_Lung_alt', 'INIT_model_H_CALU_alt')",INIT,GIMME,healthy,healthy,Calu-3,Lung,0.23425894183521884
"('Gimme_model_H_NHBE_alt', 'INIT_model_H_CALU_alt')",INIT,GIMME,healthy,healthy,Calu-3,HBE,0.2543238537434707
"('Gimme_model_I_293T_alt', 'INIT_model_H_CALU_alt')",INIT,GIMME,healthy,infected,Calu-3,293T,0.2441805784152363
"('Gimme_model_I_A549_alt', 'INIT_model_H_CALU_alt')",INIT,GIMME,healthy,infected,Calu-3,A549,0.2584865629420085
"('Gimme_model_I_CALU_alt', 'INIT_model_H_CALU_alt')",INIT,GIMME,healthy,infected,Calu-3,Calu-3,0.25733051841426224
"('Gimme_model_I_Lung_alt', 'INIT_model_H_CALU_alt')",INIT,GIMME,healthy,infected,Calu-3,Lung,0.2212551534585433
"('Gimme_model_I_NHBE_alt', 'INIT_model_H_CALU_alt')",INIT,GIMME,healthy,infected,Calu-3,HBE,0.2508498417536045
"('IMAT_model_H_293T_alt', 'INIT_model_H_CALU_alt')",INIT,iMAT,healthy,healthy,Calu-3,293T,0.36999182338511855
"('IMAT_model_H_A549_alt', 'INIT_model_H_CALU_alt')",INIT,iMAT,healthy,healthy,Calu-3,A549,0.36076339010876257
"('IMAT_model_H_CALU_alt', 'INIT_model_H_CALU_alt')",INIT,iMAT,healthy,healthy,Calu-3,Calu-3,0.4185303514376997
"('IMAT_model_H_Lung_alt', 'INIT_model_H_CALU_alt')",INIT,iMAT,healthy,healthy,Calu-3,Lung,0.30588467614533965
"('IMAT_model_H_NHBE_alt', 'INIT_model_H_CALU_alt')",INIT,iMAT,healthy,healthy,Calu-3,HBE,0.34950071326676174
"('INIT_model_H_CALU_alt', 'iMAT_model_I_293T_alt')",INIT,iMAT,healthy,infected,Calu-3,293T,0.33707177814029365
"('INIT_model_H_CALU_alt', 'iMAT_model_I_A549_alt')",INIT,iMAT,healthy,infected,Calu-3,A549,0.36478117258464077
"('INIT_model_H_CALU_alt', 'iMAT_model_I_CALU_alt')",INIT,iMAT,healthy,infected,Calu-3,Calu-3,0.3416992388397449
"('INIT_model_H_CALU_alt', 'iMAT_model_I_Lung_alt')",INIT,iMAT,healthy,infected,Calu-3,Lung,0.3176742395071236
"('IMAT_model_I_NHBE_alt', 'INIT_model_H_CALU_alt')",INIT,iMAT,healthy,infected,Calu-3,HBE,0.3454992823457043
"('INIT_model_H_293T_alt', 'INIT_model_H_CALU_alt')",INIT,INIT,healthy,healthy,Calu-3,293T,0.6099463676255485
"('INIT_model_H_A549_alt', 'INIT_model_H_CALU_alt')",INIT,INIT,healthy,healthy,Calu-3,A549,0.7417994376757263
"('INIT_model_H_CALU_alt', 'INIT_model_H_Lung_alt')",INIT,INIT,healthy,healthy,Calu-3,Lung,0.5230215827338129
"('INIT_model_H_CALU_alt', 'INIT_model_H_NHBE')",INIT,INIT,healthy,healthy,Calu-3,HBE,0.6656105288813063
"('INIT_model_H_CALU_alt', 'INIT_model_I_293T_alt')",INIT,INIT,healthy,infected,Calu-3,293T,0.5244772447724477
"('INIT_model_H_CALU_alt', 'INIT_model_I_A549_alt')",INIT,INIT,healthy,infected,Calu-3,A549,0.7229336437718277
"('INIT_model_H_CALU_alt', 'INIT_model_I_CALU_alt')",INIT,INIT,healthy,infected,Calu-3,Calu-3,0.8142020870450496
"('INIT_model_H_CALU_alt', 'INIT_model_I_Lung_alt')",INIT,INIT,healthy,infected,Calu-3,Lung,0.49660018132366274
"('INIT_model_H_CALU_alt', 'INIT_model_I_NHBE')",INIT,INIT,healthy,infected,Calu-3,HBE,0.6888888888888889
"('INIT_model_H_CALU_alt', 'tINIT_model_H_293T_alt')",INIT,tINIT,healthy,healthy,Calu-3,293T,0.5909090909090909
"('INIT_model_H_CALU_alt', 'tINIT_model_H_A549_alt')",INIT,tINIT,healthy,healthy,Calu-3,A549,0.7108407079646017
"('INIT_model_H_CALU_alt', 'tINIT_model_H_CALU_alt')",INIT,tINIT,healthy,healthy,Calu-3,Calu-3,0.9107234479220113
"('INIT_model_H_CALU_alt', 'tINIT_model_H_Lung_alt')",INIT,tINIT,healthy,healthy,Calu-3,Lung,0.5272562768604389
"('INIT_model_H_CALU_alt', 'tINIT_model_H_NHBE')",INIT,tINIT,healthy,healthy,Calu-3,HBE,0.6572478750287158
"('INIT_model_H_CALU_alt', 'tINIT_model_I_293T_alt')",INIT,tINIT,healthy,infected,Calu-3,293T,0.5200956937799043
"('INIT_model_H_CALU_alt', 'tINIT_model_I_A549_alt')",INIT,tINIT,healthy,infected,Calu-3,A549,0.713669391462307
"('INIT_model_H_CALU_alt', 'tINIT_model_I_CALU_alt')",INIT,tINIT,healthy,infected,Calu-3,Calu-3,0.8063798219584569
"('INIT_model_H_CALU_alt', 'tINIT_model_I_Lung_alt')",INIT,tINIT,healthy,infected,Calu-3,Lung,0.5004395604395604
"('INIT_model_H_CALU_alt', 'tINIT_model_I_NHBE')",INIT,tINIT,healthy,infected,Calu-3,HBE,0.6866315285098227
"('Gimme_model_H_293T_alt', 'INIT_model_H_Lung_alt')",INIT,GIMME,healthy,healthy,Lung,293T,0.24109382839939789
"('Gimme_model_H_A549_alt', 'INIT_model_H_Lung_alt')",INIT,GIMME,healthy,healthy,Lung,A549,0.22263041880969875
"('Gimme_model_H_CALU_alt', 'INIT_model_H_Lung_alt')",INIT,GIMME,healthy,healthy,Lung,Calu-3,0.22299779573842762
"('Gimme_model_H_Lung_alt', 'INIT_model_H_Lung_alt')",INIT,GIMME,healthy,healthy,Lung,Lung,0.2895622895622896
"('Gimme_model_H_NHBE_alt', 'INIT_model_H_Lung_alt')",INIT,GIMME,healthy,healthy,Lung,HBE,0.2480270574971815
"('Gimme_model_I_293T_alt', 'INIT_model_H_Lung_alt')",INIT,GIMME,healthy,infected,Lung,293T,0.22762793042601462
"('Gimme_model_I_A549_alt', 'INIT_model_H_Lung_alt')",INIT,GIMME,healthy,infected,Lung,A549,0.21994789728321548
"('Gimme_model_I_CALU_alt', 'INIT_model_H_Lung_alt')",INIT,GIMME,healthy,infected,Lung,Calu-3,0.21893126002715044
"('Gimme_model_I_Lung_alt', 'INIT_model_H_Lung_alt')",INIT,GIMME,healthy,infected,Lung,Lung,0.23085599699210427
"('Gimme_model_I_NHBE_alt', 'INIT_model_H_Lung_alt')",INIT,GIMME,healthy,infected,Lung,HBE,0.24153612935826174
"('IMAT_model_H_293T_alt', 'INIT_model_H_Lung_alt')",INIT,iMAT,healthy,healthy,Lung,293T,0.3324994314305208
"('IMAT_model_H_A549_alt', 'INIT_model_H_Lung_alt')",INIT,iMAT,healthy,healthy,Lung,A549,0.31098527746319365
"('IMAT_model_H_CALU_alt', 'INIT_model_H_Lung_alt')",INIT,iMAT,healthy,healthy,Lung,Calu-3,0.3060170633138752
"('IMAT_model_H_Lung_alt', 'INIT_model_H_Lung_alt')",INIT,iMAT,healthy,healthy,Lung,Lung,0.44756648268941296
"('IMAT_model_H_NHBE_alt', 'INIT_model_H_Lung_alt')",INIT,iMAT,healthy,healthy,Lung,HBE,0.3594448365090567
"('INIT_model_H_Lung_alt', 'iMAT_model_I_293T_alt')",INIT,iMAT,healthy,infected,Lung,293T,0.31446974925235793
"('INIT_model_H_Lung_alt', 'iMAT_model_I_A549_alt')",INIT,iMAT,healthy,infected,Lung,A549,0.3097184377838329
"('INIT_model_H_Lung_alt', 'iMAT_model_I_CALU_alt')",INIT,iMAT,healthy,infected,Lung,Calu-3,0.2998397802700847
"('INIT_model_H_Lung_alt', 'iMAT_model_I_Lung_alt')",INIT,iMAT,healthy,infected,Lung,Lung,0.33980799285554814
"('IMAT_model_I_NHBE_alt', 'INIT_model_H_Lung_alt')",INIT,iMAT,healthy,infected,Lung,HBE,0.33997188378631676
"('INIT_model_H_293T_alt', 'INIT_model_H_Lung_alt')",INIT,INIT,healthy,healthy,Lung,293T,0.4478512188992209
"('INIT_model_H_A549_alt', 'INIT_model_H_Lung_alt')",INIT,INIT,healthy,healthy,Lung,A549,0.5183137525915688
"('INIT_model_H_CALU_alt', 'INIT_model_H_Lung_alt')",INIT,INIT,healthy,healthy,Lung,Calu-3,0.5230215827338129
"('INIT_model_H_Lung_alt', 'INIT_model_H_NHBE')",INIT,INIT,healthy,healthy,Lung,HBE,0.5306591722023505
"('INIT_model_H_Lung_alt', 'INIT_model_I_293T_alt')",INIT,INIT,healthy,infected,Lung,293T,0.4724972497249725
"('INIT_model_H_Lung_alt', 'INIT_model_I_A549_alt')",INIT,INIT,healthy,infected,Lung,A549,0.5259483360484059
"('INIT_model_H_Lung_alt', 'INIT_model_I_CALU_alt')",INIT,INIT,healthy,infected,Lung,Calu-3,0.5495562130177515
"('INIT_model_H_Lung_alt', 'INIT_model_I_Lung_alt')",INIT,INIT,healthy,infected,Lung,Lung,0.5763546798029556
"('INIT_model_H_Lung_alt', 'INIT_model_I_NHBE')",INIT,INIT,healthy,infected,Lung,HBE,0.5424382716049383
"('INIT_model_H_Lung_alt', 'tINIT_model_H_293T_alt')",INIT,tINIT,healthy,healthy,Lung,293T,0.4250058865081234
"('INIT_model_H_Lung_alt', 'tINIT_model_H_A549_alt')",INIT,tINIT,healthy,healthy,Lung,A549,0.48940769563337655
"('INIT_model_H_Lung_alt', 'tINIT_model_H_CALU_alt')",INIT,tINIT,healthy,healthy,Lung,Calu-3,0.5004543389368469
"('INIT_model_H_Lung_alt', 'tINIT_model_H_Lung_alt')",INIT,tINIT,healthy,healthy,Lung,Lung,0.8299783214617529
"('INIT_model_H_Lung_alt', 'tINIT_model_H_NHBE')",INIT,tINIT,healthy,healthy,Lung,HBE,0.5061465721040189
"('INIT_model_H_Lung_alt', 'tINIT_model_I_293T_alt')",INIT,tINIT,healthy,infected,Lung,293T,0.4563953488372093
"('INIT_model_H_Lung_alt', 'tINIT_model_I_A549_alt')",INIT,tINIT,healthy,infected,Lung,A549,0.5109308091052513
"('INIT_model_H_Lung_alt', 'tINIT_model_I_CALU_alt')",INIT,tINIT,healthy,infected,Lung,Calu-3,0.5411399952301454
"('INIT_model_H_Lung_alt', 'tINIT_model_I_Lung_alt')",INIT,tINIT,healthy,infected,Lung,Lung,0.5587392550143266
"('INIT_model_H_Lung_alt', 'tINIT_model_I_NHBE')",INIT,tINIT,healthy,infected,Lung,HBE,0.5252276642874724
"('Gimme_model_H_293T_alt', 'INIT_model_H_NHBE')",INIT,GIMME,healthy,healthy,HBE,293T,0.24813567476545587
"('Gimme_model_H_A549_alt', 'INIT_model_H_NHBE')",INIT,GIMME,healthy,healthy,HBE,A549,0.26154031577678677
"('Gimme_model_H_CALU_alt', 'INIT_model_H_NHBE')",INIT,GIMME,healthy,healthy,HBE,Calu-3,0.2647982604493839
"('Gimme_model_H_Lung_alt', 'INIT_model_H_NHBE')",INIT,GIMME,healthy,healthy,HBE,Lung,0.24105550933079758
"('Gimme_model_H_NHBE_alt', 'INIT_model_H_NHBE')",INIT,GIMME,healthy,healthy,HBE,HBE,0.2774856304268069
"('Gimme_model_I_293T_alt', 'INIT_model_H_NHBE')",INIT,GIMME,healthy,infected,HBE,293T,0.2429179331306991
"('Gimme_model_I_A549_alt', 'INIT_model_H_NHBE')",INIT,GIMME,healthy,infected,HBE,A549,0.2592456975466862
"('Gimme_model_I_CALU_alt', 'INIT_model_H_NHBE')",INIT,GIMME,healthy,infected,HBE,Calu-3,0.2492463523453515
"('Gimme_model_I_Lung_alt', 'INIT_model_H_NHBE')",INIT,GIMME,healthy,infected,HBE,Lung,0.21523764594881473
"('Gimme_model_I_NHBE_alt', 'INIT_model_H_NHBE')",INIT,GIMME,healthy,infected,HBE,HBE,0.27674591381872216
"('IMAT_model_H_293T_alt', 'INIT_model_H_NHBE')",INIT,iMAT,healthy,healthy,HBE,293T,0.34563971992361553
"('IMAT_model_H_A549_alt', 'INIT_model_H_NHBE')",INIT,iMAT,healthy,healthy,HBE,A549,0.37854473510661685
"('IMAT_model_H_CALU_alt', 'INIT_model_H_NHBE')",INIT,iMAT,healthy,healthy,HBE,Calu-3,0.4021811707099933
"('IMAT_model_H_Lung_alt', 'INIT_model_H_NHBE')",INIT,iMAT,healthy,healthy,HBE,Lung,0.3295768658303211
"('IMAT_model_H_NHBE_alt', 'INIT_model_H_NHBE')",INIT,iMAT,healthy,healthy,HBE,HBE,0.40529622980251345
"('INIT_model_H_NHBE', 'iMAT_model_I_293T_alt')",INIT,iMAT,healthy,infected,HBE,293T,0.34952090592334495
"('INIT_model_H_NHBE', 'iMAT_model_I_A549_alt')",INIT,iMAT,healthy,infected,HBE,A549,0.37656903765690375
"('INIT_model_H_NHBE', 'iMAT_model_I_CALU_alt')",INIT,iMAT,healthy,infected,HBE,Calu-3,0.34014789038712484
"('INIT_model_H_NHBE', 'iMAT_model_I_Lung_alt')",INIT,iMAT,healthy,infected,HBE,Lung,0.3075216777576124
"('IMAT_model_I_NHBE_alt', 'INIT_model_H_NHBE')",INIT,iMAT,healthy,infected,HBE,HBE,0.4057116953762466
"('INIT_model_H_293T_alt', 'INIT_model_H_NHBE')",INIT,INIT,healthy,healthy,HBE,293T,0.581159787287921
"('INIT_model_H_A549_alt', 'INIT_model_H_NHBE')",INIT,INIT,healthy,healthy,HBE,A549,0.6497201492537313
"('INIT_model_H_CALU_alt', 'INIT_model_H_NHBE')",INIT,INIT,healthy,healthy,HBE,Calu-3,0.6656105288813063
"('INIT_model_H_Lung_alt', 'INIT_model_H_NHBE')",INIT,INIT,healthy,healthy,HBE,Lung,0.5306591722023505
"('INIT_model_H_NHBE', 'INIT_model_I_293T_alt')",INIT,INIT,healthy,infected,HBE,293T,0.5300131061598952
"('INIT_model_H_NHBE', 'INIT_model_I_A549_alt')",INIT,INIT,healthy,infected,HBE,A549,0.644091546006539
"('INIT_model_H_NHBE', 'INIT_model_I_CALU_alt')",INIT,INIT,healthy,infected,HBE,Calu-3,0.6584170546434698
"('INIT_model_H_NHBE', 'INIT_model_I_Lung_alt')",INIT,INIT,healthy,infected,HBE,Lung,0.5193477731808226
"('INIT_model_H_NHBE', 'INIT_model_I_NHBE')",INIT,INIT,healthy,infected,HBE,HBE,0.8991793669402111
"('INIT_model_H_NHBE', 'tINIT_model_H_293T_alt')",INIT,tINIT,healthy,healthy,HBE,293T,0.5515194681861348
"('INIT_model_H_NHBE', 'tINIT_model_H_A549_alt')",INIT,tINIT,healthy,healthy,HBE,A549,0.6161771153003068
"('INIT_model_H_NHBE', 'tINIT_model_H_CALU_alt')",INIT,tINIT,healthy,healthy,HBE,Calu-3,0.6324274527867342
"('INIT_model_H_NHBE', 'tINIT_model_H_Lung_alt')",INIT,tINIT,healthy,healthy,HBE,Lung,0.5111111111111111
"('INIT_model_H_NHBE', 'tINIT_model_H_NHBE')",INIT,tINIT,healthy,healthy,HBE,HBE,0.8721660748429391
"('INIT_model_H_NHBE', 'tINIT_model_I_293T_alt')",INIT,tINIT,healthy,infected,HBE,293T,0.5124905374716124
"('INIT_model_H_NHBE', 'tINIT_model_I_A549_alt')",INIT,tINIT,healthy,infected,HBE,A549,0.6289664551223935
"('INIT_model_H_NHBE', 'tINIT_model_I_CALU_alt')",INIT,tINIT,healthy,infected,HBE,Calu-3,0.6500356379187455
"('INIT_model_H_NHBE', 'tINIT_model_I_Lung_alt')",INIT,tINIT,healthy,infected,HBE,Lung,0.5001159823706797
"('INIT_model_H_NHBE', 'tINIT_model_I_NHBE')",INIT,tINIT,healthy,infected,HBE,HBE,0.8437758763455699
"('Gimme_model_H_293T_alt', 'INIT_model_I_293T_alt')",INIT,GIMME,infected,healthy,293T,293T,0.24520582971107133
"('Gimme_model_H_A549_alt', 'INIT_model_I_293T_alt')",INIT,GIMME,infected,healthy,293T,A549,0.2053954629061925
"('Gimme_model_H_CALU_alt', 'INIT_model_I_293T_alt')",INIT,GIMME,infected,healthy,293T,Calu-3,0.2100664533595865
"('Gimme_model_H_Lung_alt', 'INIT_model_I_293T_alt')",INIT,GIMME,infected,healthy,293T,Lung,0.19575557994877424
"('Gimme_model_H_NHBE_alt', 'INIT_model_I_293T_alt')",INIT,GIMME,infected,healthy,293T,HBE,0.2162430254184749
"('Gimme_model_I_293T_alt', 'INIT_model_I_293T_alt')",INIT,GIMME,infected,infected,293T,293T,0.2498044328552803
"('Gimme_model_I_A549_alt', 'INIT_model_I_293T_alt')",INIT,GIMME,infected,infected,293T,A549,0.20457939273270284
"('Gimme_model_I_CALU_alt', 'INIT_model_I_293T_alt')",INIT,GIMME,infected,infected,293T,Calu-3,0.1860209807270066
"('Gimme_model_I_Lung_alt', 'INIT_model_I_293T_alt')",INIT,GIMME,infected,infected,293T,Lung,0.1734644331148337
"('Gimme_model_I_NHBE_alt', 'INIT_model_I_293T_alt')",INIT,GIMME,infected,infected,293T,HBE,0.2150213514192414
"('IMAT_model_H_293T_alt', 'INIT_model_I_293T_alt')",INIT,iMAT,infected,healthy,293T,293T,0.41986062717770034
"('IMAT_model_H_A549_alt', 'INIT_model_I_293T_alt')",INIT,iMAT,infected,healthy,293T,A549,0.3275212064090481
"('IMAT_model_H_CALU_alt', 'INIT_model_I_293T_alt')",INIT,iMAT,infected,healthy,293T,Calu-3,0.3387706855791962
"('IMAT_model_H_Lung_alt', 'INIT_model_I_293T_alt')",INIT,iMAT,infected,healthy,293T,Lung,0.30574285049988376
"('IMAT_model_H_NHBE_alt', 'INIT_model_I_293T_alt')",INIT,iMAT,infected,healthy,293T,HBE,0.35379061371841153
"('INIT_model_I_293T_alt', 'iMAT_model_I_293T_alt')",INIT,iMAT,infected,infected,293T,293T,0.5195408581579667
"('INIT_model_I_293T_alt', 'iMAT_model_I_A549_alt')",INIT,iMAT,infected,infected,293T,A549,0.3309625414888573
"('INIT_model_I_293T_alt', 'iMAT_model_I_CALU_alt')",INIT,iMAT,infected,infected,293T,Calu-3,0.29028491359177955
"('INIT_model_I_293T_alt', 'iMAT_model_I_Lung_alt')",INIT,iMAT,infected,infected,293T,Lung,0.25877287405812704
"('IMAT_model_I_NHBE_alt', 'INIT_model_I_293T_alt')",INIT,iMAT,infected,infected,293T,HBE,0.34550290135396516
"('INIT_model_H_293T_alt', 'INIT_model_I_293T_alt')",INIT,INIT,infected,healthy,293T,293T,0.8257896450667535
"('INIT_model_H_A549_alt', 'INIT_model_I_293T_alt')",INIT,INIT,infected,healthy,293T,A549,0.5074941451990632
"('INIT_model_H_CALU_alt', 'INIT_model_I_293T_alt')",INIT,INIT,infected,healthy,293T,Calu-3,0.5244772447724477
"('INIT_model_H_Lung_alt', 'INIT_model_I_293T_alt')",INIT,INIT,infected,healthy,293T,Lung,0.4724972497249725
"('INIT_model_H_NHBE', 'INIT_model_I_293T_alt')",INIT,INIT,infected,healthy,293T,HBE,0.5300131061598952
"('INIT_model_I_293T_alt', 'INIT_model_I_A549_alt')",INIT,INIT,infected,infected,293T,A549,0.5209026128266033
"('INIT_model_I_293T_alt', 'INIT_model_I_CALU_alt')",INIT,INIT,infected,infected,293T,Calu-3,0.505648330058939
"('INIT_model_I_293T_alt', 'INIT_model_I_Lung_alt')",INIT,INIT,infected,infected,293T,Lung,0.39244908097367115
"('INIT_model_I_293T_alt', 'INIT_model_I_NHBE')",INIT,INIT,infected,infected,293T,HBE,0.5445413692836373
"('INIT_model_I_293T_alt', 'tINIT_model_H_293T_alt')",INIT,tINIT,infected,healthy,293T,293T,0.7413640389725421
